title,genre,classification,duration,synopsis,url
Anchor and Hope LATAM,Drama,R,1hr 53 min,"Dos mujeres, Eva y Kat, y el mejor amigo de una de ellas, Roger. Un barco en los canales de Londres y una pregunta: ¿Es posible vivir de forma tan distinta el amor, la familia y la vida y, aun así, permanecer unidos?",https://pluto.tv/on-demand/movies/63f8fc8dafdc9d0013667b3a/details
De chef a princesa en navidad,Romance,N/A,1hr 27 min,Un príncipe de Europa llega a Nueva York y se enamora de la chef que está planeando su evento anual de Navidad.,https://pluto.tv/on-demand/movies/61b36e5f303dc200146a4c30/details
Una dulce disputa,Comedy,PG-13,1hr 40 min,"Las primas Vivien y Chloe recibieron una herencia desafiante. Socias con estilos diferentes, las dos discrepan sobre todo. Pero cuando una deuda amenaza la tienda, las dos tendrán que unirse para mantener el legado de la familia.",https://pluto.tv/on-demand/movies/6127f174cd24a600155a5322/details
Un Romance Prohibido,Romance,TV-PG,1hr 27 min,Dos extranjeros luchan por llevarse bien en Nueva York. El ex soldado Sam asimila su regreso a la vida civil y la iraquí Amira intenta obtener la ciudadanía estadounidense.,https://pluto.tv/on-demand/movies/5fda58c50dddaf0013b839b7/details
EVA + CANDELA,Drama,R,1hr 32 min,"La ambición profesional de dos mujeres fuertes e independientes las une, pero también es lo que finalmente las separa, ya que somos testigos de su intensa metamorfosis amorosa en medio de etapas",https://pluto.tv/on-demand/movies/64b98d18ab3edd0013fedcb4/details
Penélope,Comedy,TV-PG,1hr 29 min,"Penélope pertenece a una acaudalada familia sobre la que pesa una maldición: su nariz, igual al hocico de un cerdo. La única esperanza de que la maldición se rompa consiste en que alguien se enamore de ella aceptándola tal como es.",https://pluto.tv/on-demand/movies/60db41061e23180013bf5993/details
La Chica de mis Sueños,Romance,TV-14,1hr 50 min,"La estafadora Rosalyn Willoughby en Hollywood y el titiritero Fletcher McBracken en San Antonio tienen el mismo sueño, que los une. Él viaja a Los Ángeles para encontrarla, pero al principio ella se resiste.",https://pluto.tv/on-demand/movies/64132abf3603f9001a16b41c/details
En Medio de la Nada,Drama,TV-14,1hr 35 min,"La película sigue a Grace, una joven cuya irresponsable madre, Rhonda, arruina la calificación de crédito de su hija. ​ Rhonda utiliza el dinero para financiar la campaña de modelaje de la hermana más joven de Grace, Taylor.",https://pluto.tv/on-demand/movies/60bf722ed782df0013ef264f/details
ARLEQUÍN: Otra Mujer,Romance,PG-13,1hr 33 min,"Cuando Lisa Temple se despierta en el hospital, no recuerda nada. Cuando la memoria de Lisa regresa, descubre algunos de los secretos de su pasado, tanto felices como trágicos.",https://pluto.tv/on-demand/movies/639a1089377c6f00134b960e/details
Los Caballeros no tienen memoria,Comedy,R,1hr 39 min,"Richard es un brillante profesor de Cambridge con una pasión desenfrenada por la poesía romántica y las mujeres hermosas. Sin embargo, la paternidad le cambiará la vida.",https://pluto.tv/on-demand/movies/6141f41fbce9e900135a5a77/details
Navidad en la calle Chestnut,Romance,TV-Y,1hr 25 min,"Una tienda decide iniciar un concurso para vender 60.000 luces navideñas, ordenadas por accidente. La competencia se vuelve extrema, pero la dueña de la tienda quiere mantener la competencia.",https://pluto.tv/on-demand/movies/619261f618b470001aa5f604/details
Zoe,Romance,R,1hr 43 min,"Dos amigos científicos trabajan en el diseño de una tecnología que conseguirá convertir las relaciones de pareja en perfectas. A medida que van avanzando, sus descubrimientos cada vez serán más profundos de lo que habían imaginado.",https://pluto.tv/on-demand/movies/5f7b8767e4b56900138b7c6a/details
Navidad en Holly Lane,Romance,PG-13,1hr 26 min,"Tres amigos de la infancia, Sarah, Riley y Cat, con afectos recuerdos de Navidad en la casa de Sarah, se reúnen como adultos para salvar la casa de Sarah con la esperanza de tener muchas más hermosas Navidades juntos.",https://pluto.tv/on-demand/movies/615b1ed69d491e0013154687/details
12 Días De Regalos,Romance,TV-Y7,1hr 28 min,"Baxter es fotógrafo y ha recibido un premio en metálico. Con él puede pagar la boda con su novia, pero a medida que va surtiendo de regalos a gente necesitada ese dinero merma, y su chica se enfada.",https://pluto.tv/on-demand/movies/615b1b40172b9c001353f017/details
A Novel Romance,Romance,TV-G,1hr 32 min,"Dos solteros de Nueva York se mudan juntos después de que uno es despedido y el otro pierde a su novio trágicamente. Se mudan como amigos y piensan que nada cambiará como amigos, pero todo cambia.",https://pluto.tv/on-demand/movies/6024363b8d35a80013ee1c05/details
Romance a Tres Bandas,Romance,R,1hr 37 min,Solo faltan dos semanas para la boda. Anita y Bekim están dando los toques finales a su gran día.,https://pluto.tv/on-demand/movies/5fda40a6aabcdd001aaf45f0/details
Corazón de un corredor,Romance,TV-14,1hr 44 min,"Después de la trágica muerte de su novia en un accidente, Kevin descubre que correr es una forma de lidiar con su sufrimiento. Gracias a su entrenador, aprende a superar sus desafíos internos y, paso a paso, a recobrar las ganas de vivir de nuevo.",https://pluto.tv/on-demand/movies/5fa401d2618a31001aab91cc/details
Besos escondidos,Gay & Lesbian,TV-14,1hr 27 min,"Nathan vive solo con su padre. Le invitan a una fiesta y se enamora de Luis. Ambos se encuentran solos y se besan, pero alguien les toma una foto. La foto es publicada en Facebook y una tormenta comienza en sus vidas enfrentando intimidación y rechazo.",https://pluto.tv/on-demand/movies/63cabd52e8fb16001a7f98af/details
Another Day,Romance,PG-13,1hr 32 min,El novio de una mujer muere en un incendio después de una pelea por el hijo no nacido de la pareja.,https://pluto.tv/on-demand/movies/6398b699bc652100134c3381/details
Lightkeepers,Children & Family,PG,1hr 36 min,"Seth Atkins (Ganador del Premio de la Academia, RICHARD DREYFUSS) es el guardián de la luz en una playa exterior desierta de Cape Cod en el año 1912.",https://pluto.tv/on-demand/movies/62baff8a85514f0013c0562d/details
Sushi del East Side,Comedy,PG,1hr 46 min,"Juana, una madre soltera y trabajadora, comienza a trabajar en un restaurante japonés. Luchando contra todas las expectativas, trabaja, se prepara, y alcanza su sueño de ser chef de sushi.",https://pluto.tv/on-demand/movies/5e178aaf362e8a5fefb0924f/details
Coming Home For Christmas,Romance,N/A,1hr 26 min,Kate tiene la gran idea de reunir para Navidad a su familia separada y volver a su antigua casa. El problema es que alguien vive allí y no es muy amable.,https://pluto.tv/on-demand/movies/6192620bb7c957001ac62b9a/details
Danza de Amor,Romance,TV-14,1hr 35 min,"Cuando la aburrida maestra de inglés Jessica Donovan conoce a Jake Mitchell, campeón de swing de la costa oeste, ambos sienten enseguida que conectan.",https://pluto.tv/on-demand/movies/60bf7248d782df0013ef2733/details
Llega Temprano,Romance,TV-14,1hr 36 min,"Lucy es una trabajadora cuya vida personal se ha reducido a una espiral de salidas nocturnas y ligues pasajeros. Cuando un día conoce a Cal, un recién llegado a la ciudad, finalmente tendrá que enfrentarse a sus miedos y temores.",https://pluto.tv/on-demand/movies/60bf7280d782df0013ef29dc/details
Excuse Me for Living,Comedy,R,1hr 45 min,"Un drogadicto encantador y suicida debe obedecer a la petición de su clínica de rehabilitación, de liderar a un grupo de hombres de la tercera edad o se enfrentará al encarcelamiento y perderá el amor de la hija de su psiquiatra.",https://pluto.tv/on-demand/movies/62befb308fd582001332b838/details
Sólo Tú,Romance,R,1hr 44 min,"A punto de aceptar una vida de independencia y sed de viajes, una joven visita a un viejo amor en su viñedo de Francia y da una última oportunidad a una relación seria.",https://pluto.tv/on-demand/movies/666c6eacfe060c00137ec2fb/details
La bruja de los cabellos blancos,Sci-Fi & Fantasy,R,1hr 44 min,"Historia de dos amantes, la bruja de pelo blanco y el líder taoísta Zhuo Yihang y su amor que podría cambiar el destino de la nación.",https://pluto.tv/on-demand/movies/62fff9d642b796001bc271fb/details
Obsesión,Romance,R,1hr 31 min,Durante su despedida de soltera; Carmen conoce a Kit; un extraño que reaviva las pasiones dentro de ella. A medida que se acerca su boda; se encuentra luchando por mantenerse alejada de Kit.,https://pluto.tv/on-demand/movies/65c5180fd22ce50014328cb1/details
Un Escape Real,Comedy,TV-14,1hr 37 min,"Mientras Europa celebra el V-E Day en 1945 (rendición incondicional de Alemania nazi en la Segunda Guerra Mundial), las princesas adolescentes Elizabeth y Margaret pasan una noche salvaje en Londres.",https://pluto.tv/on-demand/movies/60a52a1206e9520016477b8e/details
It Had To Be You,Romance,PG,1hr 36 min,Dos desconocidos se conocen y se enamoran durante el fin de semana en la cual planean sus respectivas bodas.,https://pluto.tv/on-demand/movies/648896420f02ce00135ed7c1/details
Finding Ms. Right,Romance,TV-G,1hr 28 min,Una comedia romántica centrada en un gentil que finge ser judío para ganarse el cariño de su interés amoroso.,https://pluto.tv/on-demand/movies/5ea3006f0c8fd6001ad85fdf/details
Vampiros,Romance,PG-13,1hr 32 min,"Dos vampiras Goody y Stacy comparten apartamento, trabajan y estudian juntas y rechazan beber sangre humana. Stacy se enamora de un compañero de clase pero pronto descubrirá que es el hijo del cazavampiros Van Helsing.",https://pluto.tv/on-demand/movies/5f7b8715e4b56900138b787d/details
En Busca del Amor,Romance,TV-G,1hr 27 min,"Cuando la cadena anuncia que su programa de terapia de televisión se está convirtiendo en un festival de sorpresas de tabloide, una psicóloga cariñosa y honesta regresa a su ciudad natal y se reúne con su novia de la escuela secundaria.",https://pluto.tv/on-demand/movies/64f5dbdbc56450001331019f/details
Hometown Remedy,Romance,TV-PG,1hr 26 min,Una cirujana regresa a casa para la celebración de la alcaldía de su padre y encuentra un romance con el compasivo médico soltero de la ciudad.,https://pluto.tv/on-demand/movies/66ab9d5d3653a600136370cf/details
ARLEQUÍN: RECETA PARA LA VENGANZA,Romance,PG-13,1hr 31 min,"Carly Westin, una proveedora de comidas en dificultades, acepta la solicitud de última hora de una amiga que quiere impresionar a un nuevo hombre con ""su"" talento culinario.",https://pluto.tv/on-demand/movies/639a0279d576210013f89a6a/details
Southern Belles,Romance,R,1hr 30 min,"Bell y Belle quieren salir de su vida en el parque de casas rodantes y salir a la ""Gran Ciudad"" de Atlanta. Justo cuando piensan que están en camino de conseguir unos ahorros, Bell se enamora de un apuesto oficial de policía.",https://pluto.tv/on-demand/movies/6063414c676b99001b9291ef/details
Belleza,Romance,PG-13,1hr 31 min,"Alix Miller tiene el encargo de pintar el retrato de un caballero en su impresionante finca, pero su tema es más desafiante de lo que imaginaba.",https://pluto.tv/on-demand/movies/6398bc396d79340013461d0e/details
Un pedacito de cielo,Comedy,PG-13,1hr 46 min,"Marley (Kate Hudson) es una mujer joven que descubre que se está muriendo de cáncer, pero cuando de forma inesperada se enamora de su médico (Gael García Bernal), la amenaza de caer en el amor es más aterradora que la muerte.",https://pluto.tv/on-demand/movies/5e7b5ed187df5d001bb8f333/details
Fixer Upper,Romance,TV-PG,1hr 26 min,"Para hacer frente a sus problemas financieros, los Dovers se ven obligados a vender la casa que los padres de Anne le dejaron. Pero como nadie quiere comprarla, deciden arreglarla.",https://pluto.tv/on-demand/movies/603e68ec54f963001a68f557/details
Amor en línea,Romance,PG-13,1hr 40 min,"Pierre, viudo y jubilado, no ha salido de su casa en dos años. Él descubre las alegrías del Internet gracias a Alex, un joven contratado por su hija para enseñarle los conceptos básicos de los ordenadores.",https://pluto.tv/on-demand/movies/65c38fba04045f00135dbd29/details
Pretty in Pink,Romance,PG-13,1hr 36 min,"Ella es una chica de la secundaria del lado equivocado de la ciudad. Él es el galán rico que la invita al baile de graduación. Pero con la misma velocidad que crece su romance, crece la amenaza de la dolorosa presión de los pares.",https://pluto.tv/on-demand/movies/5e6153757ac957001af5e798/details
ARLEQUÍN: EL DESPERTAR,Romance,PG-13,1hr 32 min,"Sara McAllister descubre una nueva mujer maravillosa que nunca supo que existía: ella misma. Flynn, un cazarrecompensas, la convence de unirse a él en una aventura de espionaje y amor.",https://pluto.tv/on-demand/movies/639a30ee4da5ab001302488e/details
Lejos de la Tierra Quemada,Romance,TV-MA,1hr 40 min,Los hijos de dos amantes muertos intentan entender lo que les sucedió a sus padres.,https://pluto.tv/on-demand/movies/604fb1d7c9f722001a452e13/details
Tortilla Soup,Romance,PG-13,1hr 43 min,"Un máster chef mexicano-americano y padre de tres hijas ha perdido su gusto por la comida, pero no por la vida.",https://pluto.tv/on-demand/movies/647de79854afb6001a92342b/details
El Mejor Regalo es el Amor,Romance,TV-MA,1hr 34 min,"Senna Berges, una diseñadora de ropa ha renunciado a encontrar a su alma gemela. Todo parece estar fuera de control hasta su fiesta de cumpleaños donde conoce a su pareja Adam.",https://pluto.tv/on-demand/movies/60e4704683c54e001398abe8/details
Ciudad de Ilusiones,Drama,TV-14,1hr 47 min,Una pareja australiana exteriormente feliz viaja a India para recoger su bebé en adopción. Al llegar encuentran que las disposiciones de la agencia aún no se han finalizado. Ellos no tienen más remedio que esperar en este caótico y extranjero lugar.,https://pluto.tv/on-demand/movies/60cb57dad2de2a0013feed63/details
Amantes de 5 a 7,Romance,R,1hr 37 min,"Brian es un joven novelista que vive en Nueva York; un dia conoce a una bella mujer llamada Arielle, la esposa de un diplomatico frances. Ellos pronto comienzan una relacion extramarital, aparentemente un acuerdo comun bastante sencillo.",https://pluto.tv/on-demand/movies/6141f404bce9e900135a5875/details
Laws Of Attraction,Romance,PG-13,1hr 30 min,"Audrey Woods y Daniel Rafferty, dos prominentes abogados de divorcio, han visto cientos de casos en los que el amor ha tomado la dirección más desastrosa, ¿acaso?",https://pluto.tv/on-demand/movies/65cfb24b03625d001338cc8a/details
