title,genre,classification,duration,synopsis,url
Beyond the trophy,Crime,R,1hr 38 min,"TROPHY cuenta la historia de la obsesión de los hombres por el poder y hasta dónde llegarán para reclamar el ""PREMIO"".",https://pluto.tv/on-demand/movies/602436468d35a80013ee1df4/details
La Hija Del Caníbal,Drama,PG-13,1hr 44 min,"Tras la misteriosa desaparición de su marido, Lucía descubre que su vida no era lo que parecía.. Mientras se dedica a buscarlo, encuentra dos nuevos amigos que la apoyan incondicionalmente. Juntos descubren el valor de la amistad.",https://pluto.tv/on-demand/movies/617b089e3eb0f4001a177082/details
Barrio,Drama,PG-13,1hr 34 min,"Es verano y aunque Rai, Javi y Manu, quisieran estar en otra parte, se ven obligados a pasar las vacaciones con sus familias en Madrid, en su barrio de toda la vida. Comparten problemas y sueños, aburrimiento y diversión; y por encima de todo: la amistad.",https://pluto.tv/on-demand/movies/617b08bf3eb0f4001a1772f5/details
El crimen de Cuenca,Drama,R,1hr 28 min,"En 1913, Gregorio Valero Contreras y León Sánchez Gascón, amigos y vecinos de Osa de La Vega (Cuenca) son detenidos como autores de la muerte de José María Grimaldos López, pastor de oficio y compañero de los anteriores.",https://pluto.tv/on-demand/movies/617b08d03eb0f4001a177449/details
Anabel,Horror,PG-13,1hr 11 min,"Tras la marcha, en circunstancias algo turbias, de Anabel, sus dos compañeras de piso deben buscar a alguien más con quien compartir el alquiler",https://pluto.tv/on-demand/movies/65d4f3e29255690013921a76/details
Adios con el corazón,Other,PG-13,1hr 25 min,"Juan es ya un cincuentón, tiene una barriga prominente, se tiñe las canas y vive solo con un gato que tiene problemas urinarios, pero a pesar de esto, sigue resultando atractivo a las mujeres",https://pluto.tv/on-demand/movies/63d928ba798844001b473b1b/details
El Padre De La Criatura,Comedy,R,1hr 23 min,Eduardo y Antonina están esperando con emoción la llegada de su primer nieto. Pero ha habido un error en los análisis. La cigüeña ha cambiado de dirección y en lugar de un nieto van a tener un hijo.,https://pluto.tv/on-demand/movies/617b08b73eb0f4001a177281/details
El Polaquito,Other,R,1hr 28 min,"Un chico de la calle, de 13 años de edad, se gana la vida cantando tangos en los trenes de la estación central de Buenos Aires. Imita a Polaco Goyeneche, el famoso cantante de tangos, por lo que la gente le conoce como ""El Polaquito",https://pluto.tv/on-demand/movies/63d9231cff32c10013cef4ae/details
El Lute II: Manaña Sere Libre,Other,R,2hr 5 min,"En 1960, una familia de quinquis recorre Extremadura. El hijo, Eleuterio, roba unas gallinas y es condenado a seis meses de cárcel. Años después, tras el asalto a una joyería de Madrid, es juzgado y condenado a muerte.",https://pluto.tv/on-demand/movies/63d93401200a6700137dc8f8/details
Carlos contra el mundo,Other,PG-13,1hr 28 min,"Carlos contra el mundo es la historia de un chico de veinticinco años de un barrio proletario de Málaga al que, tras la muerte de su padre, la familia le exige que ocupe el lugar de éste. Que se convierta en padre de familia",https://pluto.tv/on-demand/movies/63d96ad4380e2000137a05ab/details
Cachorro,Other,R,1hr 35 min,"Cuando Violeta decide hacer un viaje por la India con su nuevo novio, deja a su hijo Bernardo con su hermano Pedro, un dentista homosexual. Poco a poco, se establecerá entre ambos una relación muy tierna y cariñosa, algo desconocido para Pedro.",https://pluto.tv/on-demand/movies/63d9696a200a6700137efad4/details
Tranvia A La Malvarrosa,Drama,PG-13,1hr 41 min,Manuel es un joven de una familia de provincias de clase media que acaba para estudiar derecho. Comienza a vivir el primer amor de una mujer y también empiezan a asaltarle las primeras dudas éticas a causa de su férrea formación religiosa.,https://pluto.tv/on-demand/movies/617b08ab3eb0f4001a177191/details
Mensaka,Drama,PG-13,1hr 42 min,"La vida de un grupo de jóvenes sufre una transformación radical. Viven en una gran ciudad y, aunque pertenecen a clases sociales muy diferentes, se sienten unidos por una especie de lazos invisibles que se irán haciendo cada vez mas estrechos.",https://pluto.tv/on-demand/movies/617b08b13eb0f4001a177205/details
Amor Idiota,Other,PG-13,1hr 32 min,"Pere Lluc (Santi Millán) es un joven de 35 años que vive en una etapa estancada de su vida. Lluc se entera de que un amigo suyo ha muerto hace cinco meses. Para olvidar sus penas, se va de fiesta y se emborracha.",https://pluto.tv/on-demand/movies/63d9518290b22500138ed441/details
Faraday,Comedy,R,1hr 21 min,"Faraday es un telépata especialista en fenómenos paranormales. Su novia, Pati, es una bloguera entregada a los cupcakes cuya máxima aspiración en la vida es ser famosa en internet. A",https://pluto.tv/on-demand/movies/65d4f112038f370013b20f02/details
Furtivos,Drama,R,1hr 19 min,"Ángel es un cazador furtivo que vive en un bosque con su madre En uno de sus escasos viajes a la ciudad, conoce a Milagros una chica que ha huido de un reformatorio y que es la amante de un delincuente.",https://pluto.tv/on-demand/movies/617b08a83eb0f4001a17715b/details
Haz conmigo lo que quieras,Other,R,1hr 36 min,"Néstor un viejo pastelero que acaba de enviudar, decide empezar una relación formal con Maribel la hija de su asistenta. Pero lo que quiere la chica es irse a Barcelona a trabajar en el gabinete sadomasoquista que regenta su hermana",https://pluto.tv/on-demand/movies/63d92cf2163e9100131e562c/details
¿Qué te juegas Mari Pili?,Other,PG-13,1hr 23 min,"Sole, Mari Pili y Marta son tres jovencitas que comparten piso en Barcelona. Un día Sole se queja de las dificultades de encontrar pareja y entonces Marta le propone un juego: vivir una aventura con el primer hombre que les pregunte el nombre.",https://pluto.tv/on-demand/movies/63dbbf11ff32c10013dc1175/details
El Maestro De Esgrima,Drama,PG-13,1hr 24 min,"Madrid, 1868. Una revolución, la Gloriosa, pone fin al reinado de Isabel II de Borbón .En este marco, Don Jaime de Astarloa, el mejor maestro de esgrima de Madrid, asiste a cambios en las costumbres y en los valores.",https://pluto.tv/on-demand/movies/617b08d33eb0f4001a17747f/details
Libertarias,Faith & Spirituality,PG-13,2hr 2 min,"Cuando el 18 de julio de 1936 comienza la Guerra Civil Española, un grupo de mujeres anarquistas reivindica su derecho a luchar en el frente. En nombre de la libertad, las mujeres libran su propia batalla para equipararse a los hombres en la lucha armada.",https://pluto.tv/on-demand/movies/617b08963eb0f4001a176fd7/details
Mi hija Hildegart,Drama,R,1hr 45 min,"Madrid, 1933, Tras haber asesinado a su hija Hildegart, Aurora Rodriguez se entrega a la justicia. En la cárcel, rememora las circunstancias que la movieron a cometer un crimen tan atroz.",https://pluto.tv/on-demand/movies/617b08d73eb0f4001a1774b5/details
La Lengua De Las Mariposas,Drama,G,1hr 31 min,"Ambientada en 1936, narra la relación que comparten un profesor y su alumno de 8 años y que se verá afectada por las circunstancias políticas, que impedirán que su amistad continúe.",https://pluto.tv/on-demand/movies/617b08993eb0f4001a177019/details
Animales Heridos,Other,PG-13,1hr 28 min,Silvio tiene una relación extraconyugal con Clàudia . Su vida se verá alterada cuando llaman desde un periódico para realizar un reportaje sobre su casa y será Clàudia la encargada de hacerlo.,https://pluto.tv/on-demand/movies/63d94a7a163e9100131ec2aa/details
Anita no pierde el tren,Other,PG-13,1hr 26 min,"Anita lleva más de treinta años trabajando como taquillera en un cine, pero un día la prejubilan. Anita sigue acudiendo al solar en donde se encontraba el cine, y acaba enamorándose del hombre que maneja la excavadora de la obra.",https://pluto.tv/on-demand/movies/63d93f3b5b790200144212fb/details
15 días contigo,Other,PG-13,1hr 27 min,"Isabel acaba de recuperar su libertad, y sólo tiene una cosa clara: no piensa volver a perderla. Por ello no quiere volver a relacionarse con nada que tenga que ver con su pasado reciente",https://pluto.tv/on-demand/movies/63d91c1690b22500138d41fb/details
Salto al vacío,Other,NC-17,1hr 22 min,"Alex es una joven de 20 años que mantiene a toda su familia gracias al tráfico ilegal de armas. En su vida el riesgo de morir o matar está siempre. Forma parte de un grupo en el que es la única chica. Está secretamente enamorada de Javi, pero él la ignora",https://pluto.tv/on-demand/movies/63d92a225957f2001320fda5/details
Enciende mi pasion,Other,R,1hr 21 min,"La relación que Ángel, botánico, establece en su mente entre las plantas, y las piernas y pies de las mujeres, será el hilo conductor de una trama que mezcla la pasión, el amor, la codicia y la picaresca a través de un estudio de personajes y situaciones",https://pluto.tv/on-demand/movies/63d928bf798844001b473c89/details
Déjate caer,Other,PG-13,1hr 41 min,"Roberto Carlos, Gabriel y Nandi son tres amigos que no tienen mejores planes en sus respectivas vidas que reunirse y ver pasar el tiempo, sentados en el mismo banco de la plaza de su barrio.",https://pluto.tv/on-demand/movies/63d933fb200a6700137dc7d0/details
Lifting de corazón,Other,PG-13,1hr 30 min,"Antonio Ruiz, un prestigioso cirujano plástico, vive en Sevilla con su mujer y sus dos hijos. A pesar de que ya está a punto de ser abuelo, cuida su aspecto y lleva un ritmo de vida saludable y juvenil., En un congreso conoce a Delia.",https://pluto.tv/on-demand/movies/63d920558c7f8e001aa42712/details
Animales De Compañía,Children & Family,G,1hr 31 min,"Rafa cumple 65 años y, a su edad, sabe de sobra que las cosas salen siempre peor de lo que uno espera. Lo que él espera es que su hijo pequeño llegue tarde al cumpleaños y pase la mitad de la velada hablando con el móvil.",https://pluto.tv/on-demand/movies/617b088d3eb0f4001a176f6b/details
El porqué de las cosas,Other,R,1hr 28 min,"Adaptación de quince novelas del escritor catalán Quim Monzó que cuenta, a través de grandes temas como la voluntad, la sabiduría, la sinceridad, la sumisión, el ego, el despecho, el deseo, el amor, la fe... quince episodios de la vida real.",https://pluto.tv/on-demand/movies/63d927525957f2001320f9d4/details
Azaña,Other,PG,1hr 27 min,Azaña cuenta la historia del último presidente de la II República Española después del alzamiento militar que desembocó en la trágica Guerra Civil. El film recrea y humaniza la vida de la insigne figura política hasta sus últimos días en Montauban,https://pluto.tv/on-demand/movies/63d93dd3f97d0100133cbdc9/details
Carmen,Other,PG-13,1hr 55 min,"La naturaleza libre y enigmática de una mujer llamada Carmen, su belleza, y su carácter pasional, hacen que el sargento José se convierta en víctima y protagonista de acontecimientos extraordinarios, de amores turbulentos y pasiones incontrolables",https://pluto.tv/on-demand/movies/63d93c6a798844001b479e96/details
¿Quiére Casarse Conmigo?,Comedy,R,1hr 25 min,"Tito Crespo es una aclamada estrella que accede a la proposición de Elena, una fan, cuando esta le propone fingir durante un mes que están casados. Crespo emplea este engaño como coartada.",https://pluto.tv/on-demand/movies/617b08c13eb0f4001a17732f/details
Gimlet,Thriller,R,1hr 27 min,"Un misterioso individuo está obsesionado por la figura de Julia. Graba en video todos los movimientos de la mujer sin que ella sepa nada. La policía entra en acción cuando aparece el cadáver, sin corazón, de un amante de Julia",https://pluto.tv/on-demand/movies/63d92b8d798844001b4743fd/details
"El Cid, la leyenda",Other,PG,1hr 3 min,"Rodrigo Díaz de Vivar, que la historia ha conocido como El Cid Campeador, es una figura imprescindible para entender la Edad Media. Su leyenda ha perdurado a lo largo de los siglos hasta convertirlo en mito",https://pluto.tv/on-demand/movies/63d944da662ef90014fb58ce/details
Flores De Otro Mundo,Drama,G,1hr 40 min,Los solteros del pequeño pueblo de Santa Eulalia organizan una fiesta a la que acude un autocar de mujeres casaderas. Mujeres y hombres comparten su lucha contra la soledad.,https://pluto.tv/on-demand/movies/617b08ae3eb0f4001a1771cb/details
Caricias,Other,NC-17,1hr 30 min,"La historia arranca durante la Nochevieja barcelonesa de fin de milenio. Once personajes sin, aparentemente, nada en común, se cruzarán en el camino de los otros por casualidad. Tan solo hay una cosa que todos comparten: son personajes aislados",https://pluto.tv/on-demand/movies/63d965755b79020014425fa5/details
Barcelona (un mapa),Other,PG-13,1hr 31 min,"Ramón y Rosa, un matrimonio mayor de Barcelona, deciden realquilar el piso en el que viven en la zona del Ensanche. En él, acogerán al hermano de la mujer así como a tres personas más: una profesora de francés, un joven vigilante y una embarazada.",https://pluto.tv/on-demand/movies/63d9696d200a6700137efbca/details
Dieta Mediterránea,Comedy,G,1hr 36 min,Sofía nace prematuramente en una barbería. Durante 16 años crece entre los fogones y las mesas de la casa de comidas de sus padres hasta que se convierte en una prestigiosa cocinera. En su vida habrá dos hombres muy importantes.,https://pluto.tv/on-demand/movies/617b08c73eb0f4001a17739b/details
El Camino De Los Ingleses,Drama,PG-13,1hr 52 min,"Miguelito Dávila es un joven de alma inquieta y un solo riñón. Pronto empieza a albergar la esperanza de ser poeta. Pero soñar es fácil y vivir difícil. Durante el verano del fin de la inocencia, Miguelito y sus amigos llevarán al límite sus experiencias.",https://pluto.tv/on-demand/movies/617b08bb3eb0f4001a1772b7/details
Cateto A Babor,Comedy,G,1hr 23 min,"A Miguel Cañete la Marina le ha llamado, pero el problema de Miguel, con un hermano de seis años, es muy difícil de solucionar. Él no es un recluta como los demás. Pero nadie le hace caso e inicia su intrucción, sufriendo las bromas de los compañeros.",https://pluto.tv/on-demand/movies/617b08c43eb0f4001a177365/details
Heroína,Drama,PG-13,1hr 42 min,"En la década de los 80, Pilar, una mujer madura, casada y muy corriente, descubre que uno de sus tres hijos es adicto a la heroína. Después de un periodo inicial de incertidumbre, entra en contacto con otros padres que se encuentran en una situación.",https://pluto.tv/on-demand/movies/617b08a13eb0f4001a1770bc/details
"Benidorm, mon amour",Other,PG-13,1hr 33 min,"Verano de 1962, Tonet aprovecha un permiso de la mili para ir en coche con sus amigos Sento, Jaume y Tomy a Benidorm. Sueñan con disfrutar unos días del sol, las playas y, sobre todo, de las suecas y sus biquinis.",https://pluto.tv/on-demand/movies/63d96971200a6700137efcc1/details
Nadie oyó gritar,Thriller,R,1hr 28 min,"Una mujer ve cómo un vecino arroja a alguien por el hueco del ascensor y se ve forzada a ayudarle a hacer desaparecer el cuerpo. Durante esas tensas horas, el hombre le da a entender a la mujer los motivos que le llevaron a asesinar a su esposa.",https://pluto.tv/on-demand/movies/617c075c3eb0f4001a179cd0/details
Héctor,Drama,PG-13,1hr 44 min,"Héctor, un adolescente de 16 años, ha perdido a su madre y trata de comprender la nueva realidad que se muestra ante sus ojos. Todo cambia con la llegada de Martín, su padre, que ha viajado desde México para encontrarse con él.",https://pluto.tv/on-demand/movies/617b08a53eb0f4001a177121/details
¿De Que Se Rien Las Mujeres?,Comedy,G,1hr 51 min,"Luci, Graci y Mar, tres hermanas que forman un trío cómico, asisten a la boda de su padre con una mujer 45 años más joven. Durante el banquete, el marido de Luci muere en un accidente. A pesar de la tragedia, el trío debe cumplir su compromiso de actuar.",https://pluto.tv/on-demand/movies/617b08ca3eb0f4001a1773d5/details
El viaje a ninguna parte,Drama,G,2hr 14 min,"Franquismo, años cuarenta. En una compañía de cómicos de la legua medio emparentados entre sí, aunque no recuerdan con precisión cuál es su parentesco, surgen amores y desamores.",https://pluto.tv/on-demand/movies/617b08b43eb0f4001a17723f/details
"Sara Baras, Todas las voces",Other,PG,1hr 35 min,"Esta es la historia de una artista excepcional que pone ante nuestros ojos una disyuntiva vital: Hay voces que tiran del mundo hacia delante, otras lo lastran e impiden que el mundo cambie. Hay que decidir cada día qué voces escuchamos.",https://pluto.tv/on-demand/movies/63d92b89798844001b474306/details
Nadie Hablará De Nosotras Cuando Hayamos Muerto,Thriller,R,1hr 39 min,"Una española, Gloria Duque, presencia en México la muerte de dos policías a manos de dos gangsters. Uno de ellos le da antes de morir un portafolios con direcciones donde la mafia blanquea dinero en todo el mundo.",https://pluto.tv/on-demand/movies/617c075a3eb0f4001a179c9c/details
El Lute; Camina o Revienta,Other,R,1hr 56 min,"En 1960, una familia de quinquis recorre Extremadura. El hijo, Eleuterio, roba unas gallinas y es condenado a seis meses de cárcel. Años después, tras el asalto a una joyería de Madrid, es juzgado y condenado a muerte.",https://pluto.tv/on-demand/movies/63d93574662ef90014fafecb/details
Venta Por Pisos,Comedy,TV-G,1hr 26 min,"Cuatro familias pretenden comprarse un piso. Margarita trata de casarse con Ernesto. La compra del piso es un gran inconveniente que Margarita soluciona con el préstamo de un tía suya. Antonia y Loreto, tía y sobrina, regentan una casa de citas.",https://pluto.tv/on-demand/movies/617b08903eb0f4001a176fa1/details
El invierno de las Anjanas,Drama,PG,1hr 27 min,Relato del amor entre una joven aristócrata y un revolucionario en la guerra de Cuba del 98,https://pluto.tv/on-demand/movies/63d94a7d163e9100131ec400/details
Actrices,Other,PG,1hr 24 min,"Una joven estudiante de teatro, que desea prepararse a fondo para el papel que supondrá su debut como profesional, entrevista a tres actrices consagradas: una actriz de cine, otra televisiva y una tercera directora de doblaje.",https://pluto.tv/on-demand/movies/63d921bb200a6700137d98ce/details
Abandonada,Thriller,PG-13,1hr 24 min,"Mary lleva a su novio Kevin a una operación rutinaria. Cuando la joven se da cuenta de que se ha dejado su Black Berry en casa con información importante para su trabajo, va a buscarlo. Al volver al hospital, Kevin ya no está.",https://pluto.tv/on-demand/movies/62c8a3485c70310013c8c94d/details
Frame of Mind,Thriller,R,1hr 28 min,Un detective de la policía de Nueva Jersey se encuentra con nuevas pruebas del asesinato de Kennedy.,https://pluto.tv/on-demand/movies/6024363f8d35a80013ee1caf/details
Möbius,Thriller,TV-MA,1hr 46 min,"Un agente del servicio de inteligencia francés persigue por todos los medios en Mónaco a un todopoderoso corrupto del mundo de las altas finanzas, utilizando a uno de sus agentes bursátiles para ello.",https://pluto.tv/on-demand/movies/609bf0a941fc480013277e02/details
El rescate,Thriller,TV-MA,1hr 31 min,"Sin seguridad laboral y un futuro sombrío, Paul Dynan (Kevin Zegers) planea el crimen perfecto para ayudar a su familia en dificultades a extorsionar a una fortuna de tres hombres ricos (incluido Ray Liotta, Victor Garber).",https://pluto.tv/on-demand/movies/5fb7bb925eb0df001b145682/details
El arte del amor,Thriller,TV-14,1hr 30 min,Dean e Isabella son una pareja de Nueva York. Isabella proporciona pasión e inspiración para que Dean pinte sus lienzos grandes y coloridos.,https://pluto.tv/on-demand/movies/5fda40d8aabcdd001aaf4b45/details
Cadaveres La Reunion De Los Muertos,Thriller,PG-13,1hr 23 min,"Cameron, un fugitivo de la ley, se escapa de la cárcel para buscar el cuerpo desaparecido de su tío Rusty, que murió durante una expedición en el desierto.",https://pluto.tv/on-demand/movies/6266faf53f03ed0013c88496/details
Conectado,Action & Adventure,TV-14,1hr 50 min,"Un cobrador de deudas recibe una llamada de una mujer que es secuestrada por una pandilla desconocida. Él piensa que es una broma, pero pronto se da cuenta de que no es una broma.",https://pluto.tv/on-demand/movies/64022a67f9b2f6001422febb/details
Broken,Drama,R,1hr 37 min,"Hope piensa en su vida, cuando se mudó de Cleveland a Los Ángeles, llena de esperanzas de triunfar como música y poco a poco fue destrozada por una vida y un mal novio que no iba a ninguna parte.",https://pluto.tv/on-demand/movies/62b5f5a804ca300013339f08/details
El secreto de su hijo,Thriller,PG-13,1hr 27 min,"Matt desaparece mientras jugaba con su hermano en un lago y deja a su familia sin consuelo. Diez años más tarde y tras la muerte de su padre, aparece un niño que asegura ser el joven desaparecido.",https://pluto.tv/on-demand/movies/615b13a134ee6100132be676/details
Frozen Lake,Thriller,PG-13,1hr 28 min,"Un policía retirado descubre un cadáver en un lago congelado. Cuando los miembros de su familia se convierten en los principales sospechosos, decide iniciar su propia investigación.",https://pluto.tv/on-demand/movies/6465270154afb6001a247dff/details
Evidencia,Thriller,R,1hr 33 min,Un detective persigue a un asesino utilizando imágenes de video filmadas por las víctimas de una masacre en una estación de servicio abandonada.,https://pluto.tv/on-demand/movies/62cc47b375b9dc0013c812b4/details
Dead awake,Thriller,R,1hr 33 min,Un empleado de una funeraria busca desentrañar un misterio de hace 10 años.,https://pluto.tv/on-demand/movies/602436428d35a80013ee1d1f/details
We Belong Together,Drama,TV-14,1hr 22 min,Un profesor universitario alcohólico en recuperación que intenta recomponer su vida conoce a una nueva y seductora estudiante. Ella le ofrece un escape sensual de la realidad hasta que él se da cuenta de que puede estar loca.,https://pluto.tv/on-demand/movies/66ab9ec23653a60013638034/details
La Habitación del Frente,Thriller,R,1hr 33 min,"Un thriller sobre un enfrentamiento entre un joven, su prometida y su mejor amigo que acude en su ayuda.",https://pluto.tv/on-demand/movies/62bc9e6dd972050014eacf4f/details
Bordertown,Thriller,R,1hr 52 min,Un periodista investiga una serie de asesinatos cerca de fábricas estadounidenses en la frontera de Juárez y El Paso.,https://pluto.tv/on-demand/movies/631113866e998c0013313ef7/details
Confess,Thriller,R,1hr 29 min,"Un joven ex-hacker, descontento con su vida, ataca a los considerados responsables, subiendo imágenes de video desfavorables de ellos en Internet.",https://pluto.tv/on-demand/movies/60253d913c8c83001a0f9953/details
Dinero por su silencio,Thriller,N/A,1hr 28 min,Los planes de un maestro de arte se desmoronan cuando secuestra a la hija de un jugador de pelota para pagar una deuda a un despiadado jefe de la mafia.,https://pluto.tv/on-demand/movies/60feffb929d298001a370ccf/details
Tik Tok,Thriller,TV-G,1hr 47 min,Guo Zhida y su hermano gemelo planean la explosión de una bomba cerca del gimnasio para quitarle dinero al grupo de juego. El psicólogo y policía coreano Yang coopera para prevenir esta conspiración.,https://pluto.tv/on-demand/movies/6141f424bce9e900135a5aeb/details
El Inquilino Perfecto,Thriller,R,1hr 33 min,"Un día de invierno, David encuentra a su padre muerto en su casa. Jessica su esposa acusa al padre de David de violador y suicida. David no está conforme con ello y es recluido a un instituto psiquiátrico.",https://pluto.tv/on-demand/movies/628ce6f68c880f0013dea5b7/details
La mujer del quinto,Thriller,R,1hr 23 min,"Tras un escándalo, un novelista norteamericano, se ve obligado a refugiarse en Francia. Un día, conoce a la enigmática Margit con quien comienza un apasionado romance el cual desencadena una serie de acontecimientos inexplicables.",https://pluto.tv/on-demand/movies/5f7b8707e4b56900138b7762/details
El último cazador,Thriller,TV-MA,1hr 41 min,"Martin, un mercenario, es enviado desde Europa por una misteriosa compañía de biotecnología al desierto de Tasmania en busca del último tigre de Tasmania.",https://pluto.tv/on-demand/movies/5fb7bb975eb0df001b1456bc/details
Enigma,Thriller,R,1hr 58 min,"Segunda Guerra Mundial. Inglaterra, 1943. Los descifradores de códigos de Betchley Park, sede de los servicios secretos británicos, se enfrentan a su peor pesadilla.",https://pluto.tv/on-demand/movies/5ea3163c1ea4a6001a5d0471/details
Un Hombre Común,Thriller,TV-14,1hr 25 min,Un misterioso hombre ha plantado 5 bombas que están programadas para explotar a menos que cuatro importantes terroristas sean inmediatamente liberados de prisión y desencadena una ideológica y letal confrontación entre la verdad y el deber.,https://pluto.tv/on-demand/movies/60918727c14fe70013ba8b5c/details
Frontera Hostil,Thriller,R,1hr 23 min,"Luego de ser deportada, Claudia debe elegir entre reconciliarse con su padre, de quien está distanciada, o juntarse con un peligroso contrabandista para poder volver a Estados Unidos.",https://pluto.tv/on-demand/movies/5e0feb7905a1e3df20b928af/details
The Wrong Babysitter,Thriller,PG-13,1hr 29 min,"La madre soltera Susan tiene que salir de la ciudad pero un reciente secuestro la tiene preocupada por dejar a su hija adolescente Christy sola. Se siente aliviada cuando la vecina se ofrece a cuidar a la niña, pero entonces Christy desaparece.",https://pluto.tv/on-demand/movies/615b13c834ee6100132bed77/details
Proyecto de ley de cobre,Thriller,TV-MA,1hr 24 min,Dos ladrones intentan robar 80 millones de dólares de dinero oculto de drogas de Texas de un miembro muerto de la mafia de vaqueros.,https://pluto.tv/on-demand/movies/627c0d4a55812e0013ede5d3/details
Amante secuestrada,Thriller,N/A,1hr 24 min,"Inspirada en una historia real. Un ama de casa desesperada secuestra en broma a la amante adolescente de su esposo, pero sus planes pronto se descontrolan.",https://pluto.tv/on-demand/movies/61826ce0436116001a0bfd24/details
Killer in Suburbia,Thriller,PG-13,1hr 31 min,Una madre soltera se apresura para rescatar a su hija adolscente epileptica de un grupo que se dedica a la trata de personas.,https://pluto.tv/on-demand/movies/615b13ae34ee6100132be818/details
De Mala Fama,Drama,R,1hr 40 min,"Arielle, una joven de un pequeño pueblo, siempre quiso mas para su vida: fama, popularidad y admiración. Cuando conoce a Dean, les resulta interesante publicar los crímenes que cometen en las redes sociales y así esperar a que se vuelvan virales.",https://pluto.tv/on-demand/movies/6141f416bce9e900135a59d1/details
El fundamentalista reticente,Thriller,TV-MA,2hr 10 min,"Changez, un hombre paquistaní, le cuenta a un periodista estadounidense sobre sus experiencias en EUA. Diez años atrás, el estaba recién llegado de Princeton, pero cuando las Torres Gemelas son atacadas, una brecha cultural comienza a abrirse lentamente.",https://pluto.tv/on-demand/movies/5fb7bb9d5eb0df001b1456f6/details
The Good Doctor,Thriller,TV-14,1hr 37 min,Un doctor joven toma medidas extremas para mantener a una chica que sufre de una enfermedad renal como su paciente.,https://pluto.tv/on-demand/movies/604fb1d4c9f722001a452dd7/details
Lazarus,Thriller,TV-14,1hr 45 min,"Un hombre es asesinado, pero su muerte es un asunto breve. Al recuperar la conciencia, descubre que ha sido dotado de poderes extraordinarios que le permiten luchar heroicamente contra la organización responsable de sumergir su ciudad en la oscuridad.",https://pluto.tv/on-demand/movies/6488c252e0d92e00138e6acb/details
Besos que matan,Thriller,R,1hr 55 min,"Ocho mujeres secuestradas. Todas en peligro de que sus vidas se corten cruelmente si el detective de la policía Alex Cross y la testigo clave Kate McTiernan no pueden localizar al esquivo ""coleccionista"" que se hace llama ""Casanova",https://pluto.tv/on-demand/movies/5e5d7979e3406e0013955ffd/details
Tierra de alfareros,Thriller,N/A,1hr 40 min,Un ex merodeador confederado intenta hacer un comienzo limpio en una granja de tierra de Texas con su esposa y su hija pequeña. Rápidamente aprende que a veces el pasado simplemente no permanecerá enterrado.,https://pluto.tv/on-demand/movies/628cfe8cc3caad00131f9339/details
El final de la verdad,Drama,R,1hr 41 min,"Martin Behrens es un experto en terrorismo y confía en que su trabajo contribuirá de manera importante a la seguridad nacional. Pero después de un brutal ataque a un restaurante de Munich, aumentan sus dudas sobre las acciones del gobierno.",https://pluto.tv/on-demand/movies/666fdef692217f0013ea8f16/details
Odio sin Frontera,Thriller,R,1hr 33 min,"Sergei Karpov está paralizado. Su familia ha sido asesinada. Su hijo mayor, George, su segundo hijo Peter y su única hija Natalia han sido ejecutados. Él está convencido de que fue la familia Railly, en su intento de adueñarse del territorio de Karpov.",https://pluto.tv/on-demand/movies/6290eab8c6bf11001a0ec910/details
Swelter,Thriller,R,1hr 40 min,"Diez años después de su atraco en el casino, cuatro convictos escaparon de su antiguo compañero a una ciudad desierta, donde ahora es un hombre de la ley sin memoria de su pasado criminal.",https://pluto.tv/on-demand/movies/5ea300780c8fd6001ad8609f/details
Secrets at the Lake,Thriller,PG-13,1hr 25 min,"Un año después de que su marido y sus dos hijos fallecieran en un accidente de coche, Megan Myers alquila su casa.",https://pluto.tv/on-demand/movies/615b13c034ee6100132bebde/details
Alucinaciones Del Pasado 2,Horror,TV-MA,1hr 29 min,"Después de que su hermano regrese de la guerra, Jacob Singer lucha por mantener la cordura. Junto a alucinaciones y flashbacks, Singer se derrumba rápidamente a medida que el mundo y las personas que le rodean se transforman en imágenes perturbadoras.",https://pluto.tv/on-demand/movies/641c66cd4f1ca3001a876405/details
Lejos de Casa (1989),Thriller,R,1hr 29 min,La exestrella infantil Drew Barrymore tuvo su primer rol de adolescente en este cómico thriller no convencional.,https://pluto.tv/on-demand/movies/65c5207b7905980013fddeef/details
American Psycho 2,Thriller,TV-14,1hr 28 min,"La única sobreviviente, Patrick Bateman, se convierte en una profesora asistente mientras desarrolla sus propias obsesiones homicidas y destruye a todos los que se interpongan en su camino después de 15 años del terrorífico evento.",https://pluto.tv/on-demand/movies/60b63d61a9f076001a5559a1/details
Un Crimen de Pasión,Drama,R,1hr 45 min,"Connor, un hombre cuya aburrida vida se transforma en un apasionante mundo de fantasía gracias a la seductora Marilyn.",https://pluto.tv/on-demand/movies/65c38fb304045f00135dbaed/details
Tren Nocturno a Lisboa,Thriller,TV-MA,1hr 52 min,El profesor suizo Raimund Gregorius abandona su vida para embarcarse en una emocionante aventura.,https://pluto.tv/on-demand/movies/60b53c2ce36d58001a68e632/details
The Wrong Patient,Thriller,PG-13,1hr 30 min,"La Dra. Jen Richards, una exitosa cirujana plástica, se enreda en la trama de una paciente narcisista cuyo camino hacia la perfección amenaza con destruirla a ella y a su familia.",https://pluto.tv/on-demand/movies/615b13d734ee6100132bf0a6/details
